Endo	Endo.1	interaction.type	LRscore
SEMA3B	NRP2	autocrine	0.570967292792691
TCTN1	TMEM67	autocrine	0.570631408980235
PSEN1	NOTCH2	autocrine	0.569436670120579
UBA52	ERBB2	autocrine	0.569170858378996
TNFSF13	TNFRSF14	autocrine	0.568824266697317
RTN4	TNFRSF19	autocrine	0.568260636329397
VIP	RAMP2	autocrine	0.567687632310463
NOV	NOTCH1	autocrine	0.567488933127501
CDH1	PTPRM	autocrine	0.565767973127229
HSP90AA1	EGFR	autocrine	0.565680044693555
EFNB2	EPHB1	autocrine	0.564955967593327
CEACAM5	CEACAM1	autocrine	0.563113292601698
TGFB3	ACVRL1	autocrine	0.562787003956489
SEMA3B	NRP1	autocrine	0.56218915990509
CALM3	SELL	autocrine	0.561610669824208
FGF5	FGFR2	autocrine	0.561362286411542
SELPLG	ESAM	autocrine	0.561352632399059
TGFB1	TGFBR3	autocrine	0.559533759063458
LGALS1	PTPRC	autocrine	0.558123544739699
APP	ADRA2A	autocrine	0.557187473597712
CD36	TLR6	autocrine	0.557129719738324
ICAM1	ITGAL	autocrine	0.556619634508836
VCAN	TLR1	autocrine	0.556099322995709
CALM1	KCNN4	autocrine	0.555624637991476
CXCL2	CXCR2	autocrine	0.555311277388585
PTHLH	RAMP3	autocrine	0.554455888023412
EFEMP1	EGFR	autocrine	0.554444401802978
FGB	ITGB1	autocrine	0.554156236858362
COL4A3	ITGB1	autocrine	0.554022156748529
HLA-B	KIR3DL1	autocrine	0.55359474214114
FGB	ITGA5	autocrine	0.551509695533975
FGF13	FGFR1	autocrine	0.550917565152238
IL33	IL1RL1	autocrine	0.549578846685096
COL4A5	ITGA1	autocrine	0.549371209663297
HLA-A	KIR3DL1	autocrine	0.548654873122763
GNAI2	OPRM1	autocrine	0.547234026728783
LUM	ITGB1	autocrine	0.54720923368088
ANGPTL4	TIE1	autocrine	0.54693196628428
PVR	CD96	autocrine	0.546129757408451
PVR	CD96	autocrine	0.546129757408451
UBA52	EGFR	autocrine	0.544585565804405
GNAI2	ADCY7	autocrine	0.54424604975988
TGFB1	ACVRL1	autocrine	0.543984557466706
WNT7B	LRP5	autocrine	0.543789451337909
IGF2	INSR	autocrine	0.542931626454363
EFNB2	EPHB2	autocrine	0.54179056381692
RSPO3	SDC4	autocrine	0.541273597541484
HLA-C	KIR3DL1	autocrine	0.540548374562362
HLA-E	KIR3DL1	autocrine	0.539823131997709
APP	GPC1	autocrine	0.539769267792288
VIP	RAMP3	autocrine	0.539543890651888
CALM3	SCN4A	autocrine	0.537345798967181
TF	LDLR	autocrine	0.537136201315133
WNT5A	RYK	autocrine	0.535594941503035
NCAM1	ROBO3	autocrine	0.533456736621622
FGF12	FGFR1	autocrine	0.532971883830453
COL5A2	DDR1	autocrine	0.5322070912647
CALM1	TRPC3	autocrine	0.531330790643303
COL18A1	ITGB5	autocrine	0.531187049038525
B2M	KIR2DL3	autocrine	0.531103072551641
HLA-F	LILRB2	autocrine	0.530794359738876
VEGFC	ITGA9	autocrine	0.529019257433266
IRAK4	TLR7	autocrine	0.527320018708158
HSP90AA1	FGFR3	autocrine	0.527244138084338
CP	SLC40A1	autocrine	0.524474163937516
HLA-G	LILRB1	autocrine	0.524162706844117
S100A9	TLR4	autocrine	0.521868684851444
GNAI2	EGFR	autocrine	0.521079830594657
FGF11	FGFR1	autocrine	0.520886548810946
CCL21	ADRA2A	autocrine	0.518490232398843
CDH1	IGF1R	autocrine	0.518446622960412
RARRES2	CCRL2	autocrine	0.518345679094816
ADA	DPP4	autocrine	0.517213346935677
HBEGF	CD44	autocrine	0.517094270917173
CD55	CR1	autocrine	0.516052566043516
EFNA4	EPHA2	autocrine	0.515096728645954
C1QTNF5	MFRP	autocrine	0.51495239258829
HLA-B	KIR2DL3	autocrine	0.51300248414591
GNAI2	S1PR4	autocrine	0.512942458874357
COL5A1	ITGA1	autocrine	0.511896387418425
BMP7	ACVR2A	autocrine	0.511329610873572
FARP2	PLXNA1	autocrine	0.510644683612633
COL4A5	ITGAV	autocrine	0.510355333902084
HLA-A	KIR2DL3	autocrine	0.508012626634264
COL4A3	CD93	autocrine	0.50790882134499
CCL5	GPR75	autocrine	0.507785817357968
C1QA	CD93	autocrine	0.505467835926691
SERPINE1	ITGB5	autocrine	0.503242030570712
MLLT4	EPHB2	autocrine	0.50314549976294
SEMA3E	PLXND1	autocrine	0.50284727088006
BMP6	ACVR2A	autocrine	0.502122501544131
NCAM1	ROBO1	autocrine	0.502069196673371
CLCF1	IL6ST	autocrine	0.5017742612715
CALM1	FAS	autocrine	0.501398851858741
RSPO3	LRP6	autocrine	0.500865494852282
TGFB1	ITGAV	autocrine	0.500424633727302
