CAF	malignant_cell	interaction.type	LRscore
TCTN1	TMEM67	autocrine|paracrine	0.632981873578336
VCAN	TLR2	autocrine|paracrine	0.632736983893357
HRAS	CAV1	autocrine|paracrine	0.6327278713112
HSP90B1	TLR7	autocrine|paracrine	0.631400288529519
C3	ITGAX	autocrine|paracrine	0.631127854111984
ADM	RAMP2	autocrine|paracrine	0.6308843257194
COL4A1	ITGA2	autocrine|paracrine	0.630280607091917
ADIPOQ	ADIPOR1	autocrine|paracrine	0.630194787877083
MMP1	ITGA2	autocrine|paracrine	0.629260584997412
TNC	ITGA5	autocrine|paracrine	0.629059906194787
TGFB3	TGFBR3	autocrine|paracrine	0.627642341657258
COL5A2	ITGA1	autocrine|paracrine	0.627155075045521
LAMA3	ITGA3	autocrine|paracrine	0.626654079762047
LIN7C	ABCA1	autocrine|paracrine	0.626040553857406
HLA-B	LILRB1	autocrine|paracrine	0.626027951233406
BMP8A	BMPR2	autocrine|paracrine	0.624546552469735
BMP4	BMPR1B	autocrine|paracrine	0.624057142592235
COL9A2	ITGB1	autocrine|paracrine	0.622572078221233
LAMC2	ITGA6	autocrine|paracrine	0.622248214578392
ADAM17	NOTCH1	autocrine|paracrine	0.621413448601116
HLA-C	LILRB1	autocrine|paracrine	0.621179111322487
INHBA	ACVR2A	autocrine|paracrine	0.620589908720267
EFNA5	EPHA10	autocrine|paracrine	0.620555793997752
HLA-A	LILRB1	autocrine|paracrine	0.619804614974793
ITGB3BP	ITGB5	autocrine|paracrine	0.619672006189479
CALM2	KCNQ5	autocrine|paracrine	0.619655366297629
BDNF	SORT1	autocrine|paracrine	0.619118723176286
RELN	ITGB1	autocrine|paracrine	0.618562344556281
FGF7	FGFR2	autocrine|paracrine	0.615897888314282
VEGFA	SIRPA	autocrine|paracrine	0.615816181653318
FGF1	FGFR1	autocrine|paracrine	0.615332431677559
RGMB	NEO1	autocrine|paracrine	0.6150764329676
ADAM10	NOTCH1	autocrine|paracrine	0.614992974128903
VCAM1	ITGA4	autocrine|paracrine	0.614089793562416
EDN1	EDNRB	autocrine|paracrine	0.613934594539913
SEMA3B	NRP2	autocrine|paracrine	0.61303120897548
SEMA3A	PLXNA1	autocrine|paracrine	0.6117844535566
DUSP18	ITGA7	autocrine|paracrine	0.610925481636247
FARP2	PLXNA1	autocrine|paracrine	0.610919871405434
BMP8A	BMPR1B	autocrine|paracrine	0.610523581708957
CALM1	SELL	autocrine|paracrine	0.610047299586397
COL5A1	ITGA1	autocrine|paracrine	0.608835973021638
VTN	ITGA3	autocrine|paracrine	0.608798768985466
COL1A2	FLT4	autocrine|paracrine	0.608793019288199
RGMA	BMPR2	autocrine|paracrine	0.608163808561561
VCAN	SELL	autocrine|paracrine	0.607960642548457
IAPP	RAMP1	autocrine|paracrine	0.607944531674342
HLA-B	CD3D	autocrine|paracrine	0.607345087573325
VEGFA	ITGB3	autocrine|paracrine	0.607270003526435
FN1	ITGB7	autocrine|paracrine	0.607266564537993
CALM1	GP6	autocrine|paracrine	0.606477457352013
LTB	LTBR	autocrine|paracrine	0.606349759633049
RPS19	C5AR1	autocrine|paracrine	0.605524461179327
COL1A1	FLT4	autocrine|paracrine	0.605511178577887
CTHRC1	FZD5	autocrine|paracrine	0.605347735706437
COL4A5	CD47	autocrine|paracrine	0.604059057734552
VTN	ITGB3	autocrine|paracrine	0.603380327415762
SEMA3C	PLXND1	autocrine|paracrine	0.602794549255663
HLA-C	CD3D	autocrine|paracrine	0.602407855735328
DLL1	NOTCH2	autocrine|paracrine	0.601649248348973
LGALS1	CD69	autocrine|paracrine	0.601402447254962
LAMB3	CD151	autocrine|paracrine	0.601319225722596
CDH1	IGF1R	autocrine|paracrine	0.601172873779263
HLA-A	CD3D	autocrine|paracrine	0.601008997722769
TNC	CNTN1	autocrine|paracrine	0.60058083246256
JAG1	NOTCH1	autocrine|paracrine	0.600115745257694
DUSP18	ITGA6	autocrine|paracrine	0.600031580195261
THBS2	NOTCH4	autocrine|paracrine	0.598042738940363
CALM1	HMMR	autocrine|paracrine	0.597014099718116
SFRP1	FZD6	autocrine|paracrine	0.596647252194579
SPP1	ITGB1	autocrine|paracrine	0.595977420288508
SEMA4A	PLXNB2	autocrine|paracrine	0.595219091783363
GNAS	ADCY9	autocrine|paracrine	0.594318097719823
RGMA	BMPR1B	autocrine|paracrine	0.593926793228942
UBA52	LRP2	autocrine|paracrine	0.592879290855741
LAMB1	ITGA1	autocrine|paracrine	0.592712600968095
RTN4	GJB2	autocrine|paracrine	0.591897605488928
FGF2	FGFR1	autocrine|paracrine	0.591669915874091
HBEGF	CD82	autocrine|paracrine	0.591559292435286
PLAU	ITGA5	autocrine|paracrine	0.590579307761823
CDH1	PTPRM	autocrine|paracrine	0.590225710973087
UBC	ADRB2	autocrine|paracrine	0.590156770799188
CALM1	KCNQ5	autocrine|paracrine	0.589269962792965
FN1	C5AR1	autocrine|paracrine	0.589163169940167
COL11A1	DDR1	autocrine|paracrine	0.589119002585249
THBS1	CD36	autocrine|paracrine	0.587882826436626
PSEN1	NOTCH1	autocrine|paracrine	0.5866937945451
UBB	ADRB2	autocrine|paracrine	0.586509234293809
ICAM4	ITGB3	autocrine|paracrine	0.585799854258952
CFH	SELL	autocrine|paracrine	0.585712663754174
COL4A4	ITGB3	autocrine|paracrine	0.584747572631544
RPS27A	ADRB2	autocrine|paracrine	0.584447085021116
DKK1	LRP5	autocrine|paracrine	0.584291686835176
HGF	SDC2	autocrine|paracrine	0.583979187734949
FN1	ITGA9	autocrine|paracrine	0.58377344217641
FADD	FAS	autocrine|paracrine	0.58359889556828
NID1	PTPRF	autocrine|paracrine	0.583513944922789
INHBA	ACVR2B	autocrine|paracrine	0.58204769598655
LAMC1	ITGA1	autocrine|paracrine	0.581380902620629
LAMA5	ITGA3	autocrine|paracrine	0.581239183986386
IL11	IL6ST	autocrine|paracrine	0.580601509014003
THBS1	SDC1	autocrine|paracrine	0.577105357287812
THBS2	CD36	autocrine|paracrine	0.575165507836846
VTN	ITGB8	autocrine|paracrine	0.574023414858675
LAMA1	SDC4	autocrine|paracrine	0.573524749272413
ANXA1	DYSF	autocrine|paracrine	0.573211368562876
FGF13	FGFR1	autocrine|paracrine	0.572947471234727
FN1	TSHR	autocrine|paracrine	0.572737787066887
CALR	TSHR	autocrine|paracrine	0.571581450109373
PIGF	FLT1	autocrine|paracrine	0.571530741971068
TGFB1	ITGB3	autocrine|paracrine	0.571228166159736
DCN	EGFR	autocrine|paracrine	0.570972915321557
COL5A3	SDC3	autocrine|paracrine	0.570657023257714
EDIL3	ITGB5	autocrine|paracrine	0.57034251465849
ARPC5	LRP2	autocrine|paracrine	0.569400910505985
TNFSF13	TNFRSF14	autocrine|paracrine	0.568972891882288
SLIT2	GPC1	autocrine|paracrine	0.568141032655597
EFNA5	EPHA3	autocrine|paracrine	0.567986113513134
LRPAP1	SORL1	autocrine|paracrine	0.567971742453618
BDNF	DDR1	autocrine|paracrine	0.566380378570122
HSPA8	ADRB2	autocrine|paracrine	0.566093879128742
COL8A1	ITGA1	autocrine|paracrine	0.56470791142965
FN1	FLT4	autocrine|paracrine	0.564617577935934
MFI2	TFRC	autocrine|paracrine	0.563905707342181
SEMA4C	PLXNB2	autocrine|paracrine	0.563629374863468
BTLA	TNFRSF14	autocrine|paracrine	0.562943793081957
FGF14	FGFR1	autocrine|paracrine	0.562542511696857
F10	F3	autocrine|paracrine	0.562405348620632
HMGB1	SDC1	autocrine|paracrine	0.56239165730114
RSPO3	SDC4	autocrine|paracrine	0.562204620667324
F8	LDLR	autocrine|paracrine	0.56192036663665
TNFSF10	TNFRSF11B	autocrine|paracrine	0.560267386201677
CEACAM8	CEACAM1	autocrine|paracrine	0.560060021216415
PVR	CD96	autocrine|paracrine	0.559996400474952
PVR	CD96	autocrine|paracrine	0.559996400474952
INHBA	SMAD3	autocrine|paracrine	0.559654154196048
TNC	PTPRB	autocrine|paracrine	0.55958844593498
LIF	IL6ST	autocrine|paracrine	0.559240844055758
LAMA2	ITGA2	autocrine|paracrine	0.559186645326004
PDCD1LG2	PDCD2	autocrine|paracrine	0.558146250699988
SERPINE1	LRP2	autocrine|paracrine	0.556892812925878
GNAI2	ADCY1	autocrine|paracrine	0.556203830688413
IL8	SDC3	autocrine|paracrine	0.555897226149303
ADAM17	ITGA5	autocrine|paracrine	0.554958290385687
BMP4	BMPR1A	autocrine|paracrine	0.553683188062151
EDIL3	ITGAV	autocrine|paracrine	0.552233479439093
LAMB3	ITGA3	autocrine|paracrine	0.551734852004072
RTN4	CNTNAP1	autocrine|paracrine	0.550876188656448
FGF5	FGFR2	autocrine|paracrine	0.550331341584147
ECM1	CACHD1	autocrine|paracrine	0.548230086729522
CEACAM5	CEACAM1	autocrine|paracrine	0.546106139618216
LRPAP1	LRP8	autocrine|paracrine	0.545631599390578
ACTR2	LRP2	autocrine|paracrine	0.545021048971949
INHBA	ACVR1B	autocrine|paracrine	0.543562938586371
IL6	F3	autocrine|paracrine	0.543063915424422
WNT5A	FZD6	autocrine|paracrine	0.542329408358007
VTN	ITGB5	autocrine|paracrine	0.542252151026512
VEGFA	TYRO3	autocrine|paracrine	0.542203291009302
TGFB1	ITGB8	autocrine|paracrine	0.541300608018901
WNT2	FZD3	autocrine|paracrine	0.54113519519812
CYR61	ITGB2	autocrine|paracrine	0.540905956299048
LTB	TNFRSF1A	autocrine|paracrine	0.540591133708491
NOV	NOTCH1	autocrine|paracrine	0.540285200954908
ADAM10	EPHA3	autocrine|paracrine	0.540010229855619
LAMA1	ITGA3	autocrine|paracrine	0.53952167699174
BMP8A	BMPR1A	autocrine|paracrine	0.539485716846345
VTN	PLAUR	autocrine|paracrine	0.538593234952778
COL4A1	ITGA1	autocrine|paracrine	0.538424807880892
F8	LRP1	autocrine|paracrine	0.538165759172803
SYK	FCGR2A	autocrine|paracrine	0.536987319794687
LAMA5	ITGA6	autocrine|paracrine	0.536805420072308
MMP9	CD44	autocrine|paracrine	0.535138381571097
LAMA2	ITGB4	autocrine|paracrine	0.533342365412261
KITLG	EPOR	autocrine|paracrine	0.532356937475737
UBC	TLR4	autocrine|paracrine	0.531772105396473
CALM3	SELL	autocrine|paracrine	0.531082931818386
COL4A3	ITGB1	autocrine|paracrine	0.53078718189513
WNT5A	LDLR	autocrine|paracrine	0.530367693087075
TNC	NT5E	autocrine|paracrine	0.529821951639066
TGM2	ITGA4	autocrine|paracrine	0.529343011551141
ADAM15	ITGA5	autocrine|paracrine	0.528925449413682
UBB	TLR4	autocrine|paracrine	0.528020517640385
VEGFA	ITGAV	autocrine|paracrine	0.528006690279692
CTGF	ITGB2	autocrine|paracrine	0.527906441154128
APOE	LRP5	autocrine|paracrine	0.527786046999747
CALM2	EGFR	autocrine|paracrine	0.527773484535675
VEGFB	TYRO3	autocrine|paracrine	0.527713411991346
COL18A1	GPC1	autocrine|paracrine	0.527688460362634
CALM3	GP6	autocrine|paracrine	0.527350278554573
RPS27A	TLR4	autocrine|paracrine	0.525902461775206
MDK	LRP2	autocrine|paracrine	0.524501462359151
VTN	ITGAV	autocrine|paracrine	0.52394738476039
CD99	PILRA	autocrine|paracrine	0.523515919432805
GNAS	ADCY7	autocrine|paracrine	0.521549026189195
ANXA1	EGFR	autocrine|paracrine	0.520918625869628
LRPAP1	LRP2	autocrine|paracrine	0.520402759915744
GDNF	EDNRB	autocrine|paracrine	0.520357209640106
SEMA4B	DCBLD2	autocrine|paracrine	0.520305520604094
TGFB1	CD109	autocrine|paracrine	0.519799314644982
UBA52	ADRB2	autocrine|paracrine	0.519330771922241
HSP90AA1	EGFR	autocrine|paracrine	0.519211496002901
RELN	ITGA3	autocrine|paracrine	0.51893756588117
HSPG2	LRP2	autocrine|paracrine	0.518416517679363
LYZ	ITGAL	autocrine|paracrine	0.51788779717743
ADM2	RAMP1	autocrine|paracrine	0.516797047082205
COL1A2	ITGA11	autocrine|paracrine	0.515677063509067
RGMA	NEO1	autocrine|paracrine	0.514949187698885
FABP5	RXRA	autocrine|paracrine	0.514307639244004
CDH1	CDH2	autocrine|paracrine	0.51428788090569
VTN	PVR	autocrine|paracrine	0.513317479209016
C3	ITGB2	autocrine|paracrine	0.512879391659506
COL1A1	ITGA11	autocrine|paracrine	0.512239923699343
TGFB1	TGFBR1	autocrine|paracrine	0.510741548915558
BMP7	BMPR2	autocrine|paracrine	0.510409302655883
LAMC2	ITGA2	autocrine|paracrine	0.510302876831459
CALM3	KCNQ5	autocrine|paracrine	0.509481234486638
TGFB1	ITGB5	autocrine|paracrine	0.509175601154615
NGF	NGFR	autocrine|paracrine	0.509068656309034
TGFB2	TGFBR1	autocrine|paracrine	0.507912103716544
CCL5	CCR1	autocrine|paracrine	0.50775904930871
WNT2	LRP6	autocrine|paracrine	0.507095717536662
LAMB3	ITGA6	autocrine|paracrine	0.5068267522679
COL9A3	ITGB1	autocrine|paracrine	0.505956951932512
LAMA1	ITGA7	autocrine|paracrine	0.505912377011403
LAMA3	SDC2	autocrine|paracrine	0.505792859161671
ICAM4	ITGAV	autocrine|paracrine	0.505730215007868
NLGN2	NRXN3	autocrine|paracrine	0.505568102337407
BGN	TLR4	autocrine|paracrine	0.505188310625416
COL4A4	ITGAV	autocrine|paracrine	0.504646526012422
LAMA1	ITGB8	autocrine|paracrine	0.503609259770231
CCL2	CCR1	autocrine|paracrine	0.503413784317478
EFNA5	EPHA2	autocrine|paracrine	0.502812562188471
PLG	ITGB1	autocrine|paracrine	0.501590578803873
GNAS	TSHR	autocrine|paracrine	0.501468267211758
COL18A1	ITGA5	autocrine|paracrine	0.500470001112061
TNFSF10	TNFRSF10A	autocrine|paracrine	0.500328216622119
NRG1	ERBB2	autocrine|paracrine	0.500094304733393
