CAF	Endo	interaction.type	LRscore
VCAN	CD44	autocrine|paracrine	0.667545601627499
APP	SLC45A3	autocrine|paracrine	0.667068560249456
LAMC2	ITGB4	autocrine|paracrine	0.667027525281516
CALM1	GP6	autocrine|paracrine	0.665264499505196
VEGFA	NRP2	autocrine|paracrine	0.664984688175777
FN1	ITGA8	autocrine|paracrine	0.664591022752669
DUSP18	ITGA6	autocrine|paracrine	0.664119735321318
PLAU	PLAUR	autocrine|paracrine	0.663778659517548
LAMA1	ITGB1	autocrine|paracrine	0.66338945185196
COL4A5	ITGB1	autocrine|paracrine	0.663140144865013
VEGFC	FLT1	autocrine|paracrine	0.660643047828247
EFNA5	EPHA4	autocrine|paracrine	0.660414856968228
UBC	TGFBR1	autocrine|paracrine	0.659441950513519
IL11	IL6ST	autocrine|paracrine	0.659376390848858
FGF2	NRP1	autocrine|paracrine	0.659211135585002
INHBA	ACVR2A	autocrine|paracrine	0.658967406436698
WNT2	FZD4	autocrine|paracrine	0.658226600937676
CTHRC1	FZD5	autocrine|paracrine	0.657288098451186
VEGFA	NRP1	autocrine|paracrine	0.656974504860638
VTN	CD47	autocrine|paracrine	0.656448757316901
UBB	TGFBR1	autocrine|paracrine	0.656051665419322
BDNF	NGFRAP1	autocrine|paracrine	0.655301998253536
HGF	MET	autocrine|paracrine	0.654890334215217
RPS27A	TGFBR1	autocrine|paracrine	0.654131814216789
FAT4	DCHS1	autocrine|paracrine	0.654108687772691
CD177	PECAM1	autocrine|paracrine	0.65342621964096
IL15	IL2RG	autocrine|paracrine	0.651550103226231
IL15	IL15RA	autocrine|paracrine	0.650311673956381
CALM3	SCN4A	autocrine|paracrine	0.649831621106955
LAMA2	ITGA2	autocrine|paracrine	0.649120832142993
PDGFC	FLT1	autocrine|paracrine	0.648906096264472
FN1	ITGB7	autocrine|paracrine	0.64876341192129
COL9A2	ITGB1	autocrine|paracrine	0.648587042974254
C1orf112	PLSCR4	autocrine|paracrine	0.64850169767042
UBC	ERBB2	autocrine|paracrine	0.646708124083901
CYR61	ITGB5	autocrine|paracrine	0.646338752044638
DUSP18	ITGB4	autocrine|paracrine	0.645945992877268
THBS1	TNFRSF11B	autocrine|paracrine	0.644716465355755
RELN	ITGB1	autocrine|paracrine	0.644695957774886
TNFSF10	TNFRSF10C	autocrine|paracrine	0.644444843348029
DUSP18	ITGA1	autocrine|paracrine	0.64384442125241
VEGFB	NRP1	autocrine|paracrine	0.643730347129869
UBB	ERBB2	autocrine|paracrine	0.643259649822472
INHBA	SMAD3	autocrine|paracrine	0.643147861353048
LRPAP1	SORT1	autocrine|paracrine	0.642732363778546
HRAS	CAV1	autocrine|paracrine	0.642192853758546
CD99	PILRA	autocrine|paracrine	0.641760122557916
RPS27A	ERBB2	autocrine|paracrine	0.6413074350418
LIF	IL6ST	autocrine|paracrine	0.63953695080085
COL4A4	CD47	autocrine|paracrine	0.638816732201085
ADAM15	ITGB3	autocrine|paracrine	0.637071872381953
DCN	EGFR	autocrine|paracrine	0.635648597044149
DLL1	NOTCH4	autocrine|paracrine	0.635633737692642
SPP1	S1PR1	autocrine|paracrine	0.635086097056345
SEMA4A	PLXND1	autocrine|paracrine	0.633019527590773
SEMA4A	PLXND1	autocrine|paracrine	0.633019527590773
TNFSF10	TNFRSF10A	autocrine|paracrine	0.631191697932588
LAMA3	ITGB4	autocrine|paracrine	0.630225668098253
TCTN1	TMEM67	autocrine|paracrine	0.629199655789943
ADAM15	ITGA9	autocrine|paracrine	0.628524254182541
LAMB3	CD151	autocrine|paracrine	0.628105698991111
VEGFA	SIRPA	autocrine|paracrine	0.627925023863938
TGM2	SDC4	autocrine|paracrine	0.627849210448692
HLA-A	ERBB2	autocrine|paracrine	0.626948054757816
RTN4	CNTNAP1	autocrine|paracrine	0.626656548064393
ECM1	CACHD1	autocrine|paracrine	0.625311672670506
DLL1	NOTCH1	autocrine|paracrine	0.62498693059912
LAMA2	ITGA3	autocrine|paracrine	0.624682266916952
CD36	TLR4	autocrine|paracrine	0.624605606644506
LTB	TNFRSF1A	autocrine|paracrine	0.623051884459723
SPP1	ITGB1	autocrine|paracrine	0.622714602448911
LGALS1	PTPRC	autocrine|paracrine	0.622149824878998
TGM2	ITGB3	autocrine|paracrine	0.620668009334105
COL4A5	CD93	autocrine|paracrine	0.620582619812474
F8	LDLR	autocrine|paracrine	0.620519793879199
SPP1	ITGA5	autocrine|paracrine	0.620196102990383
B2M	LILRB2	autocrine|paracrine	0.619716063105314
SEMA3A	PLXNA2	autocrine|paracrine	0.619053940993908
BMP7	BMPR2	autocrine|paracrine	0.619011082166412
WNT5A	FZD6	autocrine|paracrine	0.618425972983899
FARP2	PLXNA2	autocrine|paracrine	0.618195444795456
SEMA3B	NRP2	autocrine|paracrine	0.618120788788388
COL18A1	ITGA3	autocrine|paracrine	0.616005204899377
SLIT2	ROBO1	autocrine|paracrine	0.615778608215461
VTN	PVR	autocrine|paracrine	0.615747942621577
JAG1	NOTCH2	autocrine|paracrine	0.615644606382798
HSP90B1	ERBB2	autocrine|paracrine	0.615286379817628
FGF5	FGFR2	autocrine|paracrine	0.612361429961799
FGF1	FGFR1	autocrine|paracrine	0.612345823948282
TGM2	ITGA9	autocrine|paracrine	0.611969364531138
CDH1	PTPRM	autocrine|paracrine	0.610608264466037
COL18A1	ITGB3	autocrine|paracrine	0.61033641314036
HSP90AA1	ERBB2	autocrine|paracrine	0.609983071006403
VEGFA	FLT1	autocrine|paracrine	0.609824301730679
SEMA3B	NRP1	autocrine|paracrine	0.609647844679741
LGALS8	ITGA3	autocrine|paracrine	0.609445992157801
GNAS	ADCY9	autocrine|paracrine	0.607705896228881
SEMA5A	PLXNB3	autocrine|paracrine	0.607106631365745
LTB	LTBR	autocrine|paracrine	0.607030141255044
LAMA5	ITGA6	autocrine|paracrine	0.604344252166001
NID1	COL13A1	autocrine|paracrine	0.604309345271491
TNFSF14	TNFRSF6B	autocrine|paracrine	0.604005940686867
PSAP	GPR37	autocrine|paracrine	0.603735377543296
NID2	COL13A1	autocrine|paracrine	0.603576811221534
LAMC2	ITGA2	autocrine|paracrine	0.603132049860216
PSEN1	NOTCH2	autocrine|paracrine	0.602398545851285
COMP	ITGB3	autocrine|paracrine	0.600330098031183
EDIL3	ITGAV	autocrine|paracrine	0.600012550677264
SEMA4A	PLXNB2	autocrine|paracrine	0.599166169802488
TGFB1	TGFBR3	autocrine|paracrine	0.597857689209932
HSPG2	COL13A1	autocrine|paracrine	0.597251498245534
CLCF1	LIFR	autocrine|paracrine	0.596771829321979
VEGFB	FLT1	autocrine|paracrine	0.595879491270891
TGFB2	TGFBR3	autocrine|paracrine	0.595132680111553
CALM2	EGFR	autocrine|paracrine	0.594334600636823
IL18	IL18BP	autocrine|paracrine	0.593810917398753
WNT5A	FZD4	autocrine|paracrine	0.593782375854929
UBA52	TGFBR1	autocrine|paracrine	0.592318075140175
COL4A4	ITGA1	autocrine|paracrine	0.591726741738678
ITGB3BP	ITGB3	autocrine|paracrine	0.591570013596618
CD34	SELL	autocrine|paracrine	0.591560325741806
HBEGF	CD82	autocrine|paracrine	0.591092805190119
EFNA5	EPHB1	autocrine|paracrine	0.590209848051157
WNT5A	LDLR	autocrine|paracrine	0.590109023430422
CALM3	GP6	autocrine|paracrine	0.589966104227611
COL4A5	CD47	autocrine|paracrine	0.589656027236579
CALM1	OPRM1	autocrine|paracrine	0.589018210121343
FGF2	FGFR1	autocrine|paracrine	0.588622413689328
LAMA5	BCAM	autocrine|paracrine	0.588609685226488
INHBA	ACVR1	autocrine|paracrine	0.588551386595359
ANXA1	EGFR	autocrine|paracrine	0.587691124969829
HSP90AA1	EGFR	autocrine|paracrine	0.586032845914766
LAMA5	ITGB4	autocrine|paracrine	0.584957482360628
COL14A1	CD44	autocrine|paracrine	0.58479005881857
FGF2	SDC3	autocrine|paracrine	0.584100247194052
TGFB1	ACVRL1	autocrine|paracrine	0.582652279930647
B2M	HFE	autocrine|paracrine	0.581297065619268
DUSP18	ITGA2	autocrine|paracrine	0.580549002506999
UBA52	ERBB2	autocrine|paracrine	0.578677965472488
LAMC2	ITGA3	autocrine|paracrine	0.577574851356682
VEGFA	ITGAV	autocrine|paracrine	0.576387866557759
WNT5A	MCAM	autocrine|paracrine	0.576245786914364
TNFSF13	TNFRSF1A	autocrine|paracrine	0.57622015848427
LAMB3	ITGA6	autocrine|paracrine	0.575278284235971
HLA-B	LILRB2	autocrine|paracrine	0.575071986617034
TNFSF13	TNFRSF14	autocrine|paracrine	0.573760535175237
C3	CR1	autocrine|paracrine	0.572698051690041
IL8	KDR	autocrine|paracrine	0.572674026947307
VTN	ITGAV	autocrine|paracrine	0.572407692432543
SERPINE1	ITGB5	autocrine|paracrine	0.571886260358418
RTN4	TNFRSF19	autocrine|paracrine	0.571226690552559
CD14	TLR4	autocrine|paracrine	0.570432707687613
HLA-C	LILRB2	autocrine|paracrine	0.570016249795582
FGF13	FGFR1	autocrine|paracrine	0.569861820891545
HLA-A	LILRB2	autocrine|paracrine	0.568585043162248
BTLA	TNFRSF14	autocrine|paracrine	0.567747528426308
SEMA4C	PLXNB2	autocrine|paracrine	0.567660745958089
EFNA5	EPHB2	autocrine|paracrine	0.567359386158559
FABP5	RXRA	autocrine|paracrine	0.567067512961324
LYZ	ITGAL	autocrine|paracrine	0.566491608975121
EFEMP1	EGFR	autocrine|paracrine	0.565398850136625
CXCL12	CXCR4	autocrine|paracrine	0.565085535439696
EDN1	EDNRB	autocrine|paracrine	0.56454115518427
CDH1	IGF1R	autocrine|paracrine	0.564411278768975
ADA	DPP4	autocrine|paracrine	0.564159214683716
CALM1	EGFR	autocrine|paracrine	0.56335177354214
LAMA1	ITGA6	autocrine|paracrine	0.563198731822006
TNC	ITGA8	autocrine|paracrine	0.562808808566239
VEGFC	ITGA9	autocrine|paracrine	0.562372891910849
GNAI2	ADCY1	autocrine|paracrine	0.56199688700258
ITGB2	THY1	autocrine|paracrine	0.561769932120923
VCAN	EGFR	autocrine|paracrine	0.56119497712804
EFNA4	EPHA2	autocrine|paracrine	0.56049141550034
GNAI2	S1PR3	autocrine|paracrine	0.560278229510594
FGF14	FGFR1	autocrine|paracrine	0.559439489897872
COL4A3	ITGB1	autocrine|paracrine	0.558643625041506
HLA-F	LILRB1	autocrine|paracrine	0.556507869760045
MMP1	CD44	autocrine|paracrine	0.55623369421396
LAMB3	ITGB4	autocrine|paracrine	0.555514788451136
DUSP18	ITGA3	autocrine|paracrine	0.554611449268971
ICAM4	ITGAV	autocrine|paracrine	0.554468062988497
UBA52	EGFR	autocrine|paracrine	0.554210277631893
EFNB2	PECAM1	autocrine|paracrine	0.554025821155925
COL4A4	ITGAV	autocrine|paracrine	0.553396867216175
HAS2	CD44	autocrine|paracrine	0.553014470947622
GNAS	ADCY7	autocrine|paracrine	0.552369824857007
ADIPOQ	ADIPOR1	autocrine|paracrine	0.549858255469463
VCL	ITGB5	autocrine|paracrine	0.549478259695931
OLAH	MOG	autocrine|paracrine	0.549141255567719
F10	F3	autocrine|paracrine	0.547784285038567
PODXL	SELL	autocrine|paracrine	0.54548361236655
COL1A2	ITGA11	autocrine|paracrine	0.545134845606205
MLLT4	PVRL2	autocrine|paracrine	0.545103074079361
NGF	SORT1	autocrine|paracrine	0.544339770116008
EFNB1	EPHB4	autocrine|paracrine	0.543977107019769
LAMA1	ITGB4	autocrine|paracrine	0.543319356111208
COL4A1	ITGB8	autocrine|paracrine	0.543145532292876
CEACAM8	CEACAM1	autocrine|paracrine	0.542689747994227
CXCL12	ADRA2A	autocrine|paracrine	0.542128631869173
COL1A1	ITGA11	autocrine|paracrine	0.541720974995956
ICAM1	ITGAL	autocrine|paracrine	0.541480049085039
CDH1	LRP5	autocrine|paracrine	0.541261772591834
LAMA1	ITGA1	autocrine|paracrine	0.541041444420041
BMP2	ENG	autocrine|paracrine	0.540877550393559
COL4A5	ITGA1	autocrine|paracrine	0.540764251041003
TGFB1	ITGAV	autocrine|paracrine	0.539660304553526
C3	ITGAX	autocrine|paracrine	0.538796665200745
CCL21	CCR7	autocrine|paracrine	0.538081956490412
LAMA3	ITGA3	autocrine|paracrine	0.53773793147234
CALM1	KCNN4	autocrine|paracrine	0.537320008808874
PTHLH	ADRB2	autocrine|paracrine	0.536404531848541
ANXA1	ADRA2A	autocrine|paracrine	0.535271641585137
PCSK9	LDLR	autocrine|paracrine	0.534727123940912
COL9A3	ITGB1	autocrine|paracrine	0.533993307162204
ADAM9	ITGB5	autocrine|paracrine	0.533329457407906
COL11A1	ITGA2	autocrine|paracrine	0.532691627097639
HRAS	INSR	autocrine|paracrine	0.532304086868523
WNT2	LRP6	autocrine|paracrine	0.530753311466987
COL1A2	ITGA2B	autocrine|paracrine	0.530731572022177
PLG	ITGB1	autocrine|paracrine	0.529644369362938
CEACAM5	CEACAM1	autocrine|paracrine	0.52864860151163
IL6	F3	autocrine|paracrine	0.528338580791205
CCL19	CCR7	autocrine|paracrine	0.52715764380078
FGF2	SDC4	autocrine|paracrine	0.527111833177166
COL4A4	ITGA2	autocrine|paracrine	0.525988131001651
BMP10	ENG	autocrine|paracrine	0.523525540024766
RARRES2	CMKLR1	autocrine|paracrine	0.52129800568341
SEMA3E	PLXND1	autocrine|paracrine	0.521181721349993
PVR	CD96	autocrine|paracrine	0.518964817408742
PVR	CD96	autocrine|paracrine	0.518964817408742
LAMA1	NT5E	autocrine|paracrine	0.518950388844379
VTN	ITGA3	autocrine|paracrine	0.518894936627277
WNT5A	LRP5	autocrine|paracrine	0.518625990332178
COL4A2	ITGB5	autocrine|paracrine	0.518474178095777
GDF11	BMPR2	autocrine|paracrine	0.518454547974379
TSHB	RAMP2	autocrine|paracrine	0.518379756001215
VEGFA	ITGB3	autocrine|paracrine	0.516992736328776
LRPAP1	LRP8	autocrine|paracrine	0.516732916265077
LAMA5	ITGA2	autocrine|paracrine	0.516723576596241
NOV	PLXNA1	autocrine|paracrine	0.516078154531353
CD14	RIPK1	autocrine|paracrine	0.516077131562127
CYR61	ITGAM	autocrine|paracrine	0.51604881906711
GNAI2	CXCR2	autocrine|paracrine	0.515691598342581
CNTN4	PTPRG	autocrine|paracrine	0.514918044517796
IAPP	ADRB2	autocrine|paracrine	0.514618738986023
C3	ADRA2A	autocrine|paracrine	0.514556127779427
VTN	ITGB3	autocrine|paracrine	0.512926087514982
COL4A3	CD93	autocrine|paracrine	0.512587741600454
VCAM1	ITGB7	autocrine|paracrine	0.511682294207335
GNAI2	C5AR1	autocrine|paracrine	0.511186316321325
MAPK1	FGFR2	autocrine|paracrine	0.511070057853731
LAMC3	ITGB1	autocrine|paracrine	0.509894892274315
CCL16	HRH4	autocrine|paracrine	0.508239536321509
VEGFA	ITGA9	autocrine|paracrine	0.507801995684784
CD52	SIGLEC10	autocrine|paracrine	0.507733043630465
PLAU	ITGB5	autocrine|paracrine	0.507605847947079
NLGN2	NRXN3	autocrine|paracrine	0.506698681524822
EFNA4	EPHA10	autocrine|paracrine	0.50599632066665
MLLT4	F11R	autocrine|paracrine	0.503828894575398
CTGF	ITGAM	autocrine|paracrine	0.50299218224546
GHRH	RAMP2	autocrine|paracrine	0.501923867908307
COL4A5	ITGAV	autocrine|paracrine	0.501679127658477
