CAF	CAF.1	interaction.type	LRscore
B2M	CD3D	autocrine	0.633233296162689
IL15	IL15RA	autocrine	0.632659963773031
C3	ITGB2	autocrine	0.632460004104082
MMP1	ITGA2	autocrine	0.632228593506954
LAMB2	ITGA3	autocrine	0.630484889322456
SPP1	ITGB1	autocrine	0.629833861513206
RGMA	BMPR2	autocrine	0.62971090065603
PSEN1	NOTCH3	autocrine	0.628636242253597
TGM2	ITGA4	autocrine	0.628581830961298
VCAN	TLR1	autocrine	0.628512778110586
PLAU	VLDLR	autocrine	0.628090906296936
ACTR2	ADRB2	autocrine	0.627312534852637
FGF14	FGFR1	autocrine	0.627168401629984
EDIL3	ITGB5	autocrine	0.627160075013176
RTN4	CNTNAP1	autocrine	0.626917018291276
FGF1	EGFR	autocrine	0.62610968180946
TGM2	ITGB3	autocrine	0.625400681503448
TNFSF10	TNFRSF10D	autocrine	0.625306605851531
CALM3	PDE1A	autocrine	0.625186232463859
ADM	ADRB2	autocrine	0.624823506160289
TNFSF14	TNFRSF14	autocrine	0.624278971876947
TGFB1	SDC2	autocrine	0.624163823029824
HBEGF	CD82	autocrine	0.623317918878435
EFNA5	EPHA2	autocrine	0.622494549620222
LRPAP1	SORL1	autocrine	0.621877881552056
ADAM17	NOTCH1	autocrine	0.621325532393742
CFH	SELL	autocrine	0.621226345395886
SEMA7A	ITGA1	autocrine	0.620654934725181
ADM	CALCRL	autocrine	0.620466304239697
LIF	IL6ST	autocrine	0.620277234230486
PROS1	TYRO3	autocrine	0.620131931452494
IL6	IL6R	autocrine	0.617984711025076
TNFSF14	TNFRSF6B	autocrine	0.615922546638894
ADM	TSHR	autocrine	0.615120756611085
COL18A1	ITGB3	autocrine	0.615118053397436
ADAM10	NOTCH1	autocrine	0.614904490916476
EFNA5	EPHA4	autocrine	0.614748196904319
LTB	TNFRSF1A	autocrine	0.61325132688652
HRAS	CAV1	autocrine	0.612174837123859
PTHLH	RAMP2	autocrine	0.611969920253942
ANXA1	DYSF	autocrine	0.611887208881764
FN1	ITGB7	autocrine	0.611386902961942
LTB	LTBR	autocrine	0.610950276927427
FGF2	SDC4	autocrine	0.610948724569255
SPP1	CD44	autocrine	0.610263627839477
TGFB3	ACVRL1	autocrine	0.610191611918894
NOV	PLXNA1	autocrine	0.608694315899567
GNAI2	EDNRB	autocrine	0.608397853310778
CCL2	CCR10	autocrine	0.607594892455947
C1orf112	PLSCR4	autocrine	0.607363364757772
C1QB	LRP1	autocrine	0.606153735539061
EDIL3	ITGAV	autocrine	0.605794300928786
COMP	ITGB3	autocrine	0.605155091584474
CALM2	KCNQ5	autocrine	0.605058793281372
APOE	SCARB1	autocrine	0.604495371741325
BMP4	BMPR1A	autocrine	0.603477671193605
WNT2	FZD4	autocrine	0.603356733256809
CTGF	NTRK1	autocrine	0.60189559377325
COL4A1	ITGB8	autocrine	0.601090695446802
CDH1	EGFR	autocrine	0.600700370821474
CCL19	CCR10	autocrine	0.600392192733767
VEGFA	EGFR	autocrine	0.600299368957461
VTN	ITGB5	autocrine	0.600180328542561
JAG1	NOTCH1	autocrine	0.600026066623838
PTHLH	RAMP3	autocrine	0.598931074648751
CALM3	GP6	autocrine	0.598926181347232
FGF5	FGFR2	autocrine	0.59838861548263
SEMA4A	PLXNB2	autocrine	0.598197638021946
GNAI2	ADCY7	autocrine	0.59767094864226
LAMB1	ITGA3	autocrine	0.597004489280252
ITGB3BP	ITGB3	autocrine	0.596429668842584
PIGF	FLT1	autocrine	0.595603337204371
GNAS	ADORA1	autocrine	0.594028325914964
TIMP2	ITGA3	autocrine	0.593429461618882
LAMA1	NT5E	autocrine	0.593044115496801
SEMA5A	MET	autocrine	0.592152539685029
VEGFA	GPC1	autocrine	0.592088633530653
IAPP	RAMP2	autocrine	0.591027742018922
F8	LDLR	autocrine	0.590963480843622
PGF	NRP2	autocrine	0.590861515674811
PDCD1LG2	PDCD2	autocrine	0.590552316107436
BMP8A	BMPR1A	autocrine	0.589690363170471
VTN	PVR	autocrine	0.589618714235699
GNAI2	ADRA2A	autocrine	0.589617549024385
APOE	VLDLR	autocrine	0.589197545346899
HLA-B	CD3D	autocrine	0.589123986796994
COL4A5	CD47	autocrine	0.588770366623596
NRG1	GPC1	autocrine	0.588323779980735
LAMA1	SDC2	autocrine	0.588100172173437
C3	C5AR2	autocrine	0.588081393741181
PSAP	CELSR1	autocrine	0.586976491184132
PSEN1	NOTCH1	autocrine	0.586603179377057
LAMC1	ITGA3	autocrine	0.585708736477825
INHBA	BAMBI	autocrine	0.585285445563484
HLA-C	CD3D	autocrine	0.584114529757978
FGF13	EGFR	autocrine	0.584109615321448
NID1	ITGA3	autocrine	0.583602734840321
TNC	CNTN1	autocrine	0.583536752502841
HAS2	HMMR	autocrine	0.583322159975005
HLA-A	CD3D	autocrine	0.582695895078205
VEGFA	ITGAV	autocrine	0.582273362901769
CXCL12	CXCR3	autocrine	0.582011500162163
FGF2	SDC1	autocrine	0.581429256039145
LAMB3	CD151	autocrine	0.581303223848818
LAMA4	ITGA3	autocrine	0.579343788224746
EFNA5	EPHB2	autocrine	0.578455072112608
COL1A2	CD93	autocrine	0.57845271208295
VTN	ITGAV	autocrine	0.578308030377154
IAPP	RAMP3	autocrine	0.577770710923322
LRPAP1	LRP8	autocrine	0.576262053487656
ADAM9	ITGA3	autocrine	0.576147822136672
UBA52	AGTR1	autocrine	0.576141715570615
FGF7	FGFR4	autocrine	0.575835042649071
CTHRC1	FZD5	autocrine	0.575372476325075
COL1A1	CD93	autocrine	0.575093991569001
LAMA2	ITGA7	autocrine	0.574938645832823
CALM1	KCNQ5	autocrine	0.574308376249847
COL1A2	ITGA2B	autocrine	0.572750224265207
HRAS	SDC2	autocrine	0.572240777084497
DUSP18	ITGA1	autocrine	0.571761288097613
CALM1	PTH2R	autocrine	0.571656402144496
B2M	KLRC2	autocrine	0.571120808945713
NGF	SORT1	autocrine	0.570553433489456
CALM1	GRM3	autocrine	0.570116547237934
CDH1	CDH2	autocrine	0.568193855132174
TGFB1	ITGB5	autocrine	0.567954505836296
CALM3	SELL	autocrine	0.567824197269462
TCTN1	TMEM67	autocrine	0.567409910241429
SEMA4C	PLXNB2	autocrine	0.566671143921952
COL4A3	ITGB1	autocrine	0.566129524729434
TNFSF13	TNFRSF1A	autocrine	0.56605004418075
ICAM1	IL2RG	autocrine	0.565285321089895
WNT2	FZD7	autocrine	0.563416502006269
CDH1	IGF1R	autocrine	0.563311153202096
FGF2	GPC4	autocrine	0.562517405837702
LAMA2	ITGA2	autocrine	0.562325453197282
HBEGF	EGFR	autocrine	0.562273097621107
CCL21	CCR7	autocrine	0.562104471746891
SPON2	ITGB2	autocrine	0.561808287982803
SFRP1	FZD2	autocrine	0.561549859425041
IRAK4	TLR4	autocrine	0.560619823689094
ICAM4	ITGAV	autocrine	0.560425847324884
TGFB1	TGFBR3	autocrine	0.559897148005283
WNT5A	LDLR	autocrine	0.559864167764876
SEMA3A	PLXNA1	autocrine	0.559680321942287
COL4A4	ITGAV	autocrine	0.559357592169198
FARP2	PLXNA1	autocrine	0.558783387561186
CALM3	PDE1B	autocrine	0.557764422094825
MFI2	TFRC	autocrine	0.557247784857835
IGFBP4	FZD8	autocrine	0.557204771542843
TGFB2	TGFBR3	autocrine	0.557105465720128
PVR	CD96	autocrine	0.556579308749883
PVR	CD96	autocrine	0.556579308749883
TGFB1	TGFBR2	autocrine	0.556163374818646
TNC	PTPRB	autocrine	0.556101746362948
IL8	SDC2	autocrine	0.55591992289374
EFNA5	EPHB1	autocrine	0.555462723053524
APOE	SORL1	autocrine	0.555253266844785
SPP1	ITGA5	autocrine	0.554008699446664
SEMA3E	NRP1	autocrine	0.553827003546686
TGFB2	TGFBR2	autocrine	0.553366901341554
VEGFC	NRP2	autocrine	0.55321574178731
RGMB	BMPR1B	autocrine	0.553160414625143
CALM2	KCNQ1	autocrine	0.552218052829495
CCL19	CCR7	autocrine	0.55127450543021
PLAU	ITGA3	autocrine	0.550796506712095
RGMA	NEO1	autocrine	0.550424115290268
GNAI2	S1PR1	autocrine	0.54930951321443
P4HB	GPR162	autocrine	0.548793291908381
EREG	EGFR	autocrine	0.548621803748788
C3	CR1	autocrine	0.547178280994266
LAMA5	SDC1	autocrine	0.546866654535821
AGT	ADRA2A	autocrine	0.546027849490383
TGFB1	ITGAV	autocrine	0.545653844800167
EPGN	EGFR	autocrine	0.545374548599606
VEGFA	SIRPA	autocrine	0.545158200752726
DKK1	LRP5	autocrine	0.544510636526134
CXCL2	ADRA2A	autocrine	0.543620890684772
VTN	TNFRSF11B	autocrine	0.542833159102711
FST	BMPR1B	autocrine	0.542296698443565
GNAS	PTGDR	autocrine	0.541657635806995
COL9A3	ITGB1	autocrine	0.541554196366903
NCAM1	FGFR1	autocrine	0.541009242912114
LAMA2	ITGA6	autocrine	0.540720652307335
NOV	NOTCH1	autocrine	0.540192385242094
LYZ	ITGAL	autocrine	0.539885779987483
HGF	MET	autocrine	0.538665140531033
PLG	ITGB1	autocrine	0.537214667855125
WNT5A	FZD4	autocrine	0.535861778229916
LAMA1	SDC4	autocrine	0.53524937698505
SEMA4B	DCBLD2	autocrine	0.535082595249422
HLA-C	NOTCH4	autocrine	0.534994390748144
BMP7	BMPR2	autocrine	0.533205954026729
GNAI2	S1PR5	autocrine	0.53236037310657
COL1A1	TMPRSS6	autocrine	0.532085709184912
ADIPOQ	ADIPOR1	autocrine	0.531883139615318
GNAI2	ADCY9	autocrine	0.531808790883326
BMP7	ACVR1	autocrine	0.531371986127013
WNT2	FZD1	autocrine	0.52965195150964
HLA-F	LILRB1	autocrine	0.529630786328136
TNFSF13	SDC2	autocrine	0.529382147522503
WNT2	LRP6	autocrine	0.529057413895378
FABP5	RXRA	autocrine	0.528916891569375
VTN	ITGA8	autocrine	0.528674373033555
JAM3	ITGB2	autocrine	0.527740375197876
FN1	ITGA2B	autocrine	0.527662531997584
TGFB2	ACVR1	autocrine	0.527656162253273
PLAT	ITGB2	autocrine	0.527568639081566
VCAM1	ITGB2	autocrine	0.527196734820438
CALR	ITGA2B	autocrine	0.526485060929998
CXCL16	ADRA2A	autocrine	0.5264243993714
IRAK4	TLR6	autocrine	0.52628215804002
MTMR4	SMAD3	autocrine	0.525988480702375
GNAI2	UNC5B	autocrine	0.524268103769083
RSPO3	SDC4	autocrine	0.523756920397566
VEGFA	ITGB3	autocrine	0.522022779569297
PLAU	ITGB2	autocrine	0.520660165644727
CALM1	KCNQ1	autocrine	0.520613104346258
CCL5	GPR75	autocrine	0.520287251542637
IAPP	RAMP1	autocrine	0.520058479256041
BDNF	NTRK2	autocrine	0.519947479024214
GNAI2	TSHR	autocrine	0.518401714475872
CD14	ITGA4	autocrine	0.518222992305338
LAMA1	GPC1	autocrine	0.518111236122063
UBC	LRP2	autocrine	0.518036563852862
VTN	ITGB3	autocrine	0.517958993871635
LAMC3	ITGB1	autocrine	0.517493480422475
SFRP1	FZD6	autocrine	0.517073681801527
COL4A4	ITGA1	autocrine	0.51700833000732
ICAM1	ITGAL	autocrine	0.514654336209616
EFNA4	EPHA10	autocrine	0.514595219071742
SEMA3A	NRP2	autocrine	0.514404936174571
UBB	LRP2	autocrine	0.514275446278807
BGN	TLR2	autocrine	0.513763881858824
LAMC2	ITGA2	autocrine	0.51348692176098
IL7	IL7R	autocrine	0.513469812305444
NRG1	ERBB2	autocrine	0.513146350378651
APP	SLC45A3	autocrine	0.513089757684152
HLA-G	CD4	autocrine	0.513060800262856
RPS27A	LRP2	autocrine	0.512152697451153
TGFB1	CD109	autocrine	0.511086581441824
PGF	FLT1	autocrine	0.510046480206604
CD99	PILRA	autocrine	0.509498935044479
CXCL12	GRM7	autocrine	0.508899295979357
FGF5	FGFR4	autocrine	0.508882963660949
CALM2	GRM7	autocrine	0.508872134962026
APOE	LRP8	autocrine	0.507959359942286
CLCF1	LIFR	autocrine	0.507862172806468
COL4A5	ITGAV	autocrine	0.50771608041174
MMP9	CD44	autocrine	0.507424014055609
CALM2	ADCY8	autocrine	0.50721512516997
CCL16	ADRA2A	autocrine	0.506945999266765
HSP90B1	TLR2	autocrine	0.506640469007018
WNT5A	FZD2	autocrine	0.506415589589162
DLL1	NOTCH3	autocrine	0.505438687848055
IL11	IL11RA	autocrine	0.504593016192057
PCSK9	LDLR	autocrine	0.503831730096501
SEMA3D	NRP1	autocrine	0.503807949396202
BMP7	ACVR2A	autocrine	0.503668653606912
ICAM4	ITGA4	autocrine	0.50313194868346
DUSP18	ITGA7	autocrine	0.502970051845923
TNFSF10	TNFRSF10A	autocrine	0.502951012872925
FGB	ITGB1	autocrine	0.502432087791402
ANXA1	GRM7	autocrine	0.50200179706929
SEMA4F	NRP2	autocrine	0.501932155343326
CDH1	ITGAE	autocrine	0.501160056346842
CDH1	PTPRF	autocrine	0.500944274204666
SEMA7A	PLXNC1	autocrine	0.500521531471074
