Endo	CAF	interaction.type	LRscore
LGALS3BP	ITGB1	autocrine|paracrine	0.62479028132757
LRPAP1	VLDLR	autocrine|paracrine	0.624545712441799
RSPO3	SDC4	autocrine|paracrine	0.624388873229586
RTN4	CNTNAP1	autocrine|paracrine	0.624082682244807
PLAU	ITGB1	autocrine|paracrine	0.624051954017982
VCAM1	ITGA4	autocrine|paracrine	0.623309573416762
THBS1	LRP5	autocrine|paracrine	0.622821969933548
TGFA	ERBB2	autocrine|paracrine	0.622235978874233
HSPA1A	TLR4	autocrine|paracrine	0.62197929118051
TP53	TNFRSF10D	autocrine|paracrine	0.621797037946388
WNT5A	LDLR	autocrine|paracrine	0.621695657031529
SEMA3B	NRP1	autocrine|paracrine	0.621175907035141
PROS1	TYRO3	autocrine|paracrine	0.620938468795085
TNC	ITGA7	autocrine|paracrine	0.620132297775877
FGF13	FGFR1	autocrine|paracrine	0.619064500710689
SPP1	CD44	autocrine|paracrine	0.618899988152774
ITGB3BP	ITGB3	autocrine|paracrine	0.617810306836897
PTDSS1	SCARB1	autocrine|paracrine	0.614361183354415
ARPC5	ADRB2	autocrine|paracrine	0.614337328084049
ICAM2	ITGB2	autocrine|paracrine	0.613845933978346
EFNA5	EPHB2	autocrine|paracrine	0.612248520725956
NCAM1	GFRA1	autocrine|paracrine	0.609705774727166
FBLN2	ITGB3	autocrine|paracrine	0.608704171173481
DUSP18	ITGA7	autocrine|paracrine	0.608393635689834
MFGE8	ITGB3	autocrine|paracrine	0.608137917998132
TNC	ITGA2	autocrine|paracrine	0.607945690407579
FN1	ROBO4	autocrine|paracrine	0.607769930434115
LAMA5	ITGA6	autocrine|paracrine	0.607130582927943
EPGN	EGFR	autocrine|paracrine	0.606819294618161
TGFB2	TGFBR3	autocrine|paracrine	0.606490674815692
ACTR2	ADRB2	autocrine|paracrine	0.606444539925574
ADAM17	NOTCH1	autocrine|paracrine	0.606120172917236
CALM2	KCNQ5	autocrine|paracrine	0.605067086726309
PODXL	SELL	autocrine|paracrine	0.604717258484352
MLLT4	F11R	autocrine|paracrine	0.603697224793678
FARP2	PLXNA1	autocrine|paracrine	0.603501797680125
IRAK4	TLR4	autocrine|paracrine	0.603413538984697
FADD	FAS	autocrine|paracrine	0.602937493539115
TGFB2	TGFBR2	autocrine|paracrine	0.602871818206869
IAPP	RAMP1	autocrine|paracrine	0.6027335234232
IL7	IL7R	autocrine|paracrine	0.602155056119072
FGF12	FGFR1	autocrine|paracrine	0.60187407364875
GNAI2	C5AR1	autocrine|paracrine	0.601112365521043
SEMA3A	PLXNA3	autocrine|paracrine	0.600882590067876
SORBS1	ITGB5	autocrine|paracrine	0.600327090819937
ICAM4	ITGA4	autocrine|paracrine	0.599484097767354
WNT5A	FZD4	autocrine|paracrine	0.598647946223018
CYR61	ITGB2	autocrine|paracrine	0.597929568123877
EDN1	EDNRB	autocrine|paracrine	0.597786092857409
CCL2	CCR10	autocrine|paracrine	0.597700922776944
COL4A5	CD47	autocrine|paracrine	0.597147866272578
JAG2	NOTCH1	autocrine|paracrine	0.596470399062868
ICAM4	ITGB3	autocrine|paracrine	0.596213821949211
FN1	FLT4	autocrine|paracrine	0.596178354324723
LIPC	LRP1	autocrine|paracrine	0.596083490739861
DUSP18	ITGA2	autocrine|paracrine	0.596075730803571
CD14	ITGA4	autocrine|paracrine	0.595587638249361
NID1	ITGA3	autocrine|paracrine	0.595399196604217
ADA	DPP4	autocrine|paracrine	0.594470343280789
COL16A1	ITGB1	autocrine|paracrine	0.593206531667536
DLL1	NOTCH1	autocrine|paracrine	0.59289670554879
CALM1	KCNQ5	autocrine|paracrine	0.592260106188646
LRPAP1	SORL1	autocrine|paracrine	0.59149718018871
PLAU	LRP1	autocrine|paracrine	0.591472978699056
BGN	TLR1	autocrine|paracrine	0.590428175221173
FGF11	FGFR1	autocrine|paracrine	0.590200797043443
EFNB2	EPHA4	autocrine|paracrine	0.589955929187536
HLA-G	CD4	autocrine|paracrine	0.589837646951741
EFNA5	EPHB1	autocrine|paracrine	0.589792277568201
SEMA6D	PLXNA1	autocrine|paracrine	0.589095298250559
CALM1	GRM3	autocrine|paracrine	0.588118272213627
BMP7	BMPR2	autocrine|paracrine	0.588039688236602
ADAM12	ITGB1	autocrine|paracrine	0.587765880035287
PGF	NRP2	autocrine|paracrine	0.58772536886329
TGFB1	SDC2	autocrine|paracrine	0.586613424101123
NCAM1	ROBO1	autocrine|paracrine	0.586352784922131
ADIPOQ	ADIPOR1	autocrine|paracrine	0.586265063499962
BMP7	ACVR1	autocrine|paracrine	0.586253986363491
PLTP	ABCA1	autocrine|paracrine	0.586234558694634
SFRP1	FZD2	autocrine|paracrine	0.584430645375487
RELN	VLDLR	autocrine|paracrine	0.583746075181769
APP	SLC45A3	autocrine|paracrine	0.58358550645551
PVR	CD96	autocrine|paracrine	0.583325567032816
PVR	CD96	autocrine|paracrine	0.583325567032816
COL6A1	ITGA1	autocrine|paracrine	0.582940566198314
ACE	BDKRB2	autocrine|paracrine	0.582699822180167
RGMB	BMPR2	autocrine|paracrine	0.581006261263135
ICAM1	IL2RG	autocrine|paracrine	0.580248205992392
CXCL12	ADRA2A	autocrine|paracrine	0.580227445093079
PSAP	CELSR1	autocrine|paracrine	0.580066749345121
BMP6	BMPR2	autocrine|paracrine	0.579088150455383
EFEMP2	AQP1	autocrine|paracrine	0.578357560461472
TGFB2	ACVR1	autocrine|paracrine	0.577836764906487
GNAS	PTGDR	autocrine|paracrine	0.577806129297283
BMP6	ACVR1	autocrine|paracrine	0.57729153921717
BMP2	BMPR1A	autocrine|paracrine	0.576835604958105
RARRES2	CMKLR1	autocrine|paracrine	0.576623474600591
CCL16	ADRA2A	autocrine|paracrine	0.575840387649612
GNAI2	PTPRU	autocrine|paracrine	0.575284616251314
DUSP18	ITGA6	autocrine|paracrine	0.574877421720496
DLL4	NOTCH1	autocrine|paracrine	0.574102781881758
COL18A1	ITGA3	autocrine|paracrine	0.57404498934952
IL6	IL6ST	autocrine|paracrine	0.573994892102997
ADAM9	ITGA6	autocrine|paracrine	0.573902479300416
IL11	IL11RA	autocrine|paracrine	0.573299506086393
HLA-C	NOTCH4	autocrine|paracrine	0.569995944145619
WNT5A	FZD2	autocrine|paracrine	0.56998859562422
IRAK4	TLR6	autocrine|paracrine	0.569854207208177
LYZ	ITGAL	autocrine|paracrine	0.567709696540669
FN1	ITGB7	autocrine|paracrine	0.567015671045619
FGF13	EGFR	autocrine|paracrine	0.565314209062155
ADM	ADRB2	autocrine|paracrine	0.565157523004276
PIGF	FLT1	autocrine|paracrine	0.564809942099405
SPP1	ITGA5	autocrine|paracrine	0.562998981920272
BMP8A	BMPR2	autocrine|paracrine	0.562241840113145
MLLT4	NRXN3	autocrine|paracrine	0.561723735024473
FGB	ITGB1	autocrine|paracrine	0.561658526841954
COL4A3	ITGB1	autocrine|paracrine	0.561524917715842
TNFSF13	TNFRSF1A	autocrine|paracrine	0.561092788327462
WNT7B	FZD4	autocrine|paracrine	0.560887104386796
LPL	CD44	autocrine|paracrine	0.560680433459735
ADM	CALCRL	autocrine|paracrine	0.560594687590245
BMP7	ACVR2A	autocrine|paracrine	0.559103066844254
LAMC1	ITGA3	autocrine|paracrine	0.55872573393312
IL7	IL2RG	autocrine|paracrine	0.558262604373627
BMP4	BMPR2	autocrine|paracrine	0.558184359757592
SEMA6A	PLXNA4	autocrine|paracrine	0.557410506134778
CEACAM1	CD209	autocrine|paracrine	0.555818724896006
CTF1	IL6ST	autocrine|paracrine	0.555755803403589
CCL5	GPR75	autocrine|paracrine	0.555557799621049
CDH1	EGFR	autocrine|paracrine	0.55554960831334
EFNB2	PECAM1	autocrine|paracrine	0.554954580169873
CXCL12	CD4	autocrine|paracrine	0.554927280953398
SEMA4D	ERBB2	autocrine|paracrine	0.554807217065014
LUM	ITGB1	autocrine|paracrine	0.554734493999835
PSEN1	NOTCH1	autocrine|paracrine	0.553302847625085
EFNB2	EPHB2	autocrine|paracrine	0.553025389424997
GNAI2	CXCR2	autocrine|paracrine	0.552760738244569
FAT4	DCHS1	autocrine|paracrine	0.552404403007945
CALM2	KCNQ1	autocrine|paracrine	0.552226634718973
TDGF1	GPC1	autocrine|paracrine	0.552102014931622
INHBB	ACVR1	autocrine|paracrine	0.551133962740477
IL6	F3	autocrine|paracrine	0.550600124594387
BMP6	ACVR2A	autocrine|paracrine	0.55000392450426
SEMA4A	PLXND1	autocrine|paracrine	0.549788238446464
SEMA4A	PLXND1	autocrine|paracrine	0.549788238446464
WNT5A	ROR1	autocrine|paracrine	0.548560852946033
IGFBP4	FZD8	autocrine|paracrine	0.54797745532797
TGFB3	ITGB5	autocrine|paracrine	0.54793243529103
PLAU	ITGA5	autocrine|paracrine	0.547892586251327
LPL	LRP1	autocrine|paracrine	0.547427716499956
FGF5	FGFR2	autocrine|paracrine	0.546911333690575
IL33	IL1RL1	autocrine|paracrine	0.546480173968723
CTGF	ITGB2	autocrine|paracrine	0.546159706183174
SEMA6A	PLXNA2	autocrine|paracrine	0.545518242069748
BST1	CAV1	autocrine|paracrine	0.545498096572596
SORBS1	INSR	autocrine|paracrine	0.545150274852196
LRPAP1	LRP8	autocrine|paracrine	0.544898449304885
TIMP2	ITGA3	autocrine|paracrine	0.544317314156194
TGFB2	TGFBR1	autocrine|paracrine	0.543726642488447
L1CAM	ITGA5	autocrine|paracrine	0.543521635924193
EFNB1	ERBB2	autocrine|paracrine	0.542119530981044
CALM3	AQP6	autocrine|paracrine	0.542088719673397
EREG	EGFR	autocrine|paracrine	0.541975696903814
CD14	RIPK1	autocrine|paracrine	0.541427189312285
SFRP1	FZD6	autocrine|paracrine	0.540375750014982
NCAM1	PTPRA	autocrine|paracrine	0.54008672592493
TGFB3	TGFBR3	autocrine|paracrine	0.539804232149937
PLAU	PLAUR	autocrine|paracrine	0.539125547996357
CALM1	KCNQ1	autocrine|paracrine	0.539011629677132
IAPP	ADRB2	autocrine|paracrine	0.538329975025485
CTHRC1	FZD5	autocrine|paracrine	0.538197068716889
PDGFB	S1PR1	autocrine|paracrine	0.537360169933534
LAMA5	ITGA3	autocrine|paracrine	0.537000968427243
SORBS1	ITGA1	autocrine|paracrine	0.536422237335158
TGFB3	TGFBR2	autocrine|paracrine	0.536041249678672
SEMA3E	NRP1	autocrine|paracrine	0.535628809591441
SEMA4F	NRP2	autocrine|paracrine	0.534894936542337
ADM2	RAMP2	autocrine|paracrine	0.534553521107825
COL5A2	DDR1	autocrine|paracrine	0.534208891781616
GNAS	ADCY1	autocrine|paracrine	0.533069953260631
IRAK4	TLR7	autocrine|paracrine	0.531005123156898
ICAM1	ITGAL	autocrine|paracrine	0.529910701104371
CXCL12	CXCR4	autocrine|paracrine	0.529814914934436
EFNB2	EPHB1	autocrine|paracrine	0.529773531119147
BMP7	BMPR1A	autocrine|paracrine	0.529536861995377
TGFB1	ITGB5	autocrine|paracrine	0.529025771361545
CFH	SELL	autocrine|paracrine	0.526799740160587
CALR	ITGA2B	autocrine|paracrine	0.525789257429862
WNT5A	FZD6	autocrine|paracrine	0.525645337560212
WNT5A	FZD1	autocrine|paracrine	0.524757372303664
TNFSF13	SDC2	autocrine|paracrine	0.524357989549243
LTF	LRP11	autocrine|paracrine	0.523957048394837
INHBB	ACVR2A	autocrine|paracrine	0.523551381753863
CDH1	CDH2	autocrine|paracrine	0.522290514430095
HRAS	INSR	autocrine|paracrine	0.521847507583228
UBC	LRP2	autocrine|paracrine	0.521597596597731
EFNB2	EPHB3	autocrine|paracrine	0.521450622492931
ADM2	RAMP3	autocrine|paracrine	0.520949653214048
TGFB1	TGFBR3	autocrine|paracrine	0.520854891844693
OLAH	MOG	autocrine|paracrine	0.520647330873421
BMP6	BMPR1A	autocrine|paracrine	0.520351006846038
TF	TFRC	autocrine|paracrine	0.520010149860518
LAMC2	ITGA2	autocrine|paracrine	0.519877286293022
VEGFC	NRP2	autocrine|paracrine	0.51976017943508
GZMB	PGRMC1	autocrine|paracrine	0.518994274791885
EFNB2	EPHB4	autocrine|paracrine	0.517800434410962
SEMA3F	PLXNA1	autocrine|paracrine	0.517525089874145
CDH1	IGF1R	autocrine|paracrine	0.517329684838709
TGFB1	TGFBR2	autocrine|paracrine	0.517075582404858
COL4A5	ITGAV	autocrine|paracrine	0.516388501238635
ZP3	EGFR	autocrine|paracrine	0.516326116178001
DHH	BOC	autocrine|paracrine	0.516230794666439
VWF	ITGA2B	autocrine|paracrine	0.516201414375869
NID2	COL13A1	autocrine|paracrine	0.516101159031392
PLAU	MRC2	autocrine|paracrine	0.515953475145335
PDGFC	FLT1	autocrine|paracrine	0.515712504462442
CCL16	HRH4	autocrine|paracrine	0.515294327393857
MTMR4	SMAD3	autocrine|paracrine	0.514676018367455
INHBB	SMAD3	autocrine|paracrine	0.514655107202325
MLLT4	EPHB2	autocrine|paracrine	0.514478734729975
CD14	TLR4	autocrine|paracrine	0.514466207657729
CCL5	CXCR3	autocrine|paracrine	0.51436339586171
COL4A2	CD93	autocrine|paracrine	0.513963956271506
LGALS8	ITGA3	autocrine|paracrine	0.513027540391729
COL4A1	CD93	autocrine|paracrine	0.51273353394587
SEMA3A	PLXNA4	autocrine|paracrine	0.511860444929399
RPS27A	LRP2	autocrine|paracrine	0.511669868929514
CALM3	PDE1A	autocrine|paracrine	0.510744109674962
ICAM1	IL2RA	autocrine|paracrine	0.510559648292544
ANXA1	DYSF	autocrine|paracrine	0.510494080731646
ICAM1	ITGB2	autocrine|paracrine	0.509858382301798
TNC	CNTN1	autocrine|paracrine	0.508980802610363
GNAI2	CXCR3	autocrine|paracrine	0.508345015275342
PGF	FLT1	autocrine|paracrine	0.506807935444702
TCTN1	TMEM67	autocrine|paracrine	0.506733159871841
TGFB1	ITGAV	autocrine|paracrine	0.506461833099769
TF	LDLR	autocrine|paracrine	0.506253067133213
UBB	LRP2	autocrine|paracrine	0.505604761324363
SEMA7A	ITGA1	autocrine|paracrine	0.505143294697492
TNFSF15	TNFRSF6B	autocrine|paracrine	0.50470073450182
RELN	ITGA3	autocrine|paracrine	0.504506023447317
C3	IFITM1	autocrine|paracrine	0.504225238365864
DUSP18	ITGA3	autocrine|paracrine	0.503696836474561
HPX	LRP1	autocrine|paracrine	0.503447899589552
BMP8A	BMPR1A	autocrine|paracrine	0.503170759351889
ADAM9	ITGA3	autocrine|paracrine	0.502699865515836
RELN	LRP8	autocrine|paracrine	0.502340402790811
WNT5A	MCAM	autocrine|paracrine	0.502099994076152
COL6A1	ITGA2	autocrine|paracrine	0.501567851452449
HSP90B1	TLR2	autocrine|paracrine	0.501296024884543
