Endo	malignant_cell	interaction.type	LRscore
LTF	LRP1	autocrine|paracrine	0.560214269981707
COL6A2	ITGA1	autocrine|paracrine	0.559523137617326
COL5A1	SDC3	autocrine|paracrine	0.559487838199759
RGMB	BMPR2	autocrine|paracrine	0.558611592377263
BMP2	ACVR1	autocrine|paracrine	0.558582481061447
TGFB2	TGFBR1	autocrine|paracrine	0.558434938907067
COL16A1	ITGB1	autocrine|paracrine	0.558349159059538
HSPG2	SDC1	autocrine|paracrine	0.558105651488497
GNAS	ADCY7	autocrine|paracrine	0.557989276637188
BMP6	BMPR2	autocrine|paracrine	0.556669188270509
TNC	ITGA5	autocrine|paracrine	0.556459128491608
CDH1	IGF1R	autocrine|paracrine	0.556036051912152
THBS1	SDC1	autocrine|paracrine	0.554962225302815
CALM3	AQP6	autocrine|paracrine	0.554961261020351
LAMC1	ITGA1	autocrine|paracrine	0.554330505781718
GNAI2	S1PR3	autocrine|paracrine	0.554047243958487
FGF13	FGFR1	autocrine|paracrine	0.554032761517761
IAPP	RAMP3	autocrine|paracrine	0.55377336353518
PSEN1	NOTCH1	autocrine|paracrine	0.553395204844423
ADAM12	ITGB1	autocrine|paracrine	0.552793766220291
ADM2	RAMP1	autocrine|paracrine	0.552035762237128
MRC1	PTPRC	autocrine|paracrine	0.551733364734982
ADIPOQ	ADIPOR2	autocrine|paracrine	0.551320829873713
TGFB3	ITGB3	autocrine|paracrine	0.551237933797972
SEMA7A	PLXNC1	autocrine|paracrine	0.550936412653144
SERPINE2	LRP1	autocrine|paracrine	0.549800617639453
SEMA4A	PLXNB3	autocrine|paracrine	0.548441903099044
RTN4	CNTNAP1	autocrine|paracrine	0.54788078113001
BMP7	ENG	autocrine|paracrine	0.546784008107689
LYZ	ITGAL	autocrine|paracrine	0.545923143448127
NCAM1	PTPRA	autocrine|paracrine	0.545537980989488
EFNA1	EPHA4	autocrine|paracrine	0.545329386847737
CDH1	PTPRM	autocrine|paracrine	0.544788084007576
IAPP	RAMP2	autocrine|paracrine	0.544770049613431
FN1	C5AR1	autocrine|paracrine	0.544146419983167
EFNB2	EPHA3	autocrine|paracrine	0.542424458251968
SORBS1	ITGB5	autocrine|paracrine	0.542403964916986
SEMA4D	ERBB2	autocrine|paracrine	0.541874927585704
PIGF	FLT1	autocrine|paracrine	0.540319028697215
CD14	RIPK1	autocrine|paracrine	0.540293487011055
BMP8A	BMPR2	autocrine|paracrine	0.539638913354539
ADAM17	ITGA5	autocrine|paracrine	0.539065001350096
CALM3	MYLK	autocrine|paracrine	0.539046064580307
FN1	ITGA9	autocrine|paracrine	0.538628595243818
TGFB2	ENG	autocrine|paracrine	0.538196330758928
EFNA5	EPHA2	autocrine|paracrine	0.537824972707372
FBN1	ITGA5	autocrine|paracrine	0.536665337347211
LRPAP1	SORL1	autocrine|paracrine	0.536488078787844
WNT5A	FZD3	autocrine|paracrine	0.536255485768743
FGF12	FGFR1	autocrine|paracrine	0.536106744259854
BMP4	BMPR2	autocrine|paracrine	0.535544995875327
UBC	TLR4	autocrine|paracrine	0.535322684756163
CEACAM1	CD209	autocrine|paracrine	0.534902318138366
TNFSF10	TNFRSF10C	autocrine|paracrine	0.53393521394986
VCAN	ITGA4	autocrine|paracrine	0.533398687144167
HLA-G	CD4	autocrine|paracrine	0.533252432347131
TGFB1	ITGB3	autocrine|paracrine	0.532351525710618
CCL5	SDC1	autocrine|paracrine	0.532241590749666
TGM2	ITGA9	autocrine|paracrine	0.531613765418934
ARPC5	LRP2	autocrine|paracrine	0.531321345543506
EFNB1	ERBB2	autocrine|paracrine	0.529131480591852
MDK	LRP2	autocrine|paracrine	0.528588363384623
CALM2	EGFR	autocrine|paracrine	0.52778213429535
TF	TFRC	autocrine|paracrine	0.526752482052835
TNC	CNTN1	autocrine|paracrine	0.526600781569377
BMP2	BMPR1A	autocrine|paracrine	0.526321519987293
FGB	ITGB1	autocrine|paracrine	0.526256750500906
COL4A3	ITGB1	autocrine|paracrine	0.526121454931494
VCAN	TLR1	autocrine|paracrine	0.526119224448146
TGFB2	TGFBR2	autocrine|paracrine	0.525652963421855
NOV	PLXNA1	autocrine|paracrine	0.525436396245507
RPS27A	TLR4	autocrine|paracrine	0.525420631607364
FGF11	FGFR1	autocrine|paracrine	0.524030085238206
VCAM1	ITGA4	autocrine|paracrine	0.523729415558189
IRAK4	TLR6	autocrine|paracrine	0.523648590076095
ACTR2	LRP2	autocrine|paracrine	0.523048613077738
IGF2	IGF1R	autocrine|paracrine	0.521533978792614
CCL28	CCR10	autocrine|paracrine	0.52053268412494
UBB	TLR4	autocrine|paracrine	0.519365883154224
LUM	ITGB1	autocrine|paracrine	0.519252160313978
FN1	FLT4	autocrine|paracrine	0.519106574425882
GAS6	MERTK	autocrine|paracrine	0.517427642035251
CXCL12	CXCR4	autocrine|paracrine	0.516720871776949
LAMC2	ITGA2	autocrine|paracrine	0.516695699680424
EFNB2	PECAM1	autocrine|paracrine	0.516152573097343
CALM1	OPRM1	autocrine|paracrine	0.515007797209416
CALM1	EGFR	autocrine|paracrine	0.514479984384307
IL11	IL11RA	autocrine|paracrine	0.514221522289315
LRPAP1	LRP8	autocrine|paracrine	0.513913223072096
GNAI2	ADCY7	autocrine|paracrine	0.513358692164886
GNAI2	PTPRU	autocrine|paracrine	0.513052264856074
OLAH	MOG	autocrine|paracrine	0.511615560857231
IL6	IL6ST	autocrine|paracrine	0.511379456493445
BMP7	ACVR1	autocrine|paracrine	0.510973165227685
GNAI2	C5AR1	autocrine|paracrine	0.510135610339629
SEMA3A	PLXNA3	autocrine|paracrine	0.509866449694162
UBA52	ADRB2	autocrine|paracrine	0.5096193288465
CD99	PILRA	autocrine|paracrine	0.508922981825266
ICAM1	ITGAX	autocrine|paracrine	0.508427244125974
GNAI2	S1PR5	autocrine|paracrine	0.508419058159727
ICAM1	ITGAL	autocrine|paracrine	0.507870532868087
SORBS1	INSR	autocrine|paracrine	0.506850766359684
CCL21	CCR7	autocrine|paracrine	0.506091169219555
CCL16	HRH4	autocrine|paracrine	0.50605681044564
C1QA	CSPG4	autocrine|paracrine	0.50289913733487
GDNF	EDNRB	autocrine|paracrine	0.502607528090323
TGFB2	ACVR1	autocrine|paracrine	0.502324544522841
TGFB1	ITGB8	autocrine|paracrine	0.502075749484793
BMP6	ACVR1	autocrine|paracrine	0.501765883900973
TIMP3	KDR	autocrine|paracrine	0.500977098732101
KITLG	KIT	autocrine|paracrine	0.500329625373793
